Code,MumCode,Sire,Code_anon,MumCode_anon,Sire_anon
FRA03,PEN90,BUZZA,C5816,M0551,D320
FRR03,FAL99,NA,C2410,M0334,NA
FRT03,BUT96,WOD96,C1486,M0952,D447
FTH03,WSD00,OVA98,C1255,M0221,D361
GAN03,SUL94,CSK93,C2165,M0945,D085
GEN03,SAX98,CLT95,C0343,M0321,D027
GOD03,AVO90,JUG90,C0966,M0617,D355
GOLUM,NA,NA,C4528,NA,NA
GRA03,FAN90,KKONG,C2690,M0185,D038
GRT03,RAP97,BASIL,C4485,M0084,D200
HEL03,ORC95,CSK95,C1078,M0098,D469
HIA03,PID97,TNG94,C2251,M0620,D421
HIR03,FUL93,SANDY,C4728,M0582,D054
HOC03,HOL97,OCH92,C1920,M0038,D249
HOL03,ILE86,NA,C0170,M0506,NA
ICE03,SUR99,D0548,C3242,M0591,D253
IVO03,EBO90,KKONG,C1527,M0379,D038
IVY03,ILE87,WOD96,C4805,M0827,D447
JAE03,BNX95,SANDY,C4147,M0021,D054
JAY03,CGH95,KKONG,C3823,M0645,D038
JEE03,HAL90,SYC96,C2574,M0644,D472
KAR03,TKN94,D0545,C2047,M0793,D417
KENNY,NA,NA,C0315,NA,NA
KITKT,NA,NA,C0174,NA,NA
KLD03,BNX94,SANDY,C2908,M0970,D054
KNO03,TRK87,PERCY,C0134,M0132,D216
LAR03,KIT95,BUZZA,C5132,M0630,D320
LMS03,GOD94,KKONG,C5432,M0404,D038
LPA03,LMS97,NA,C5866,M0606,NA
MDL03,FAN93,TNG95,C1678,M0210,D358
MEE03,YEW99,BUZZA,C3050,M1025,D320
MND03,FDL94,D0545,C4102,M0026,D417
MNS03,STR96,SANDY,C3078,M0541,D054
MNT03,SUR95,D0548,C5394,M0898,D253
MOU03,DIC94,EGR95,C2784,M0291,D350
MOZ03,BIE97,PERCY,C0537,M0330,D216
MRG03,THS98,ATH91,C3979,M0095,D087
NATHN,NA,NA,C1443,NA,NA
NEB03,STA97,OCH92,C5845,M0575,D249
NET03,DOC94,WOD96,C1246,M0377,D447
NICKY,NA,NA,C5257,NA,NA
OPA03,STO96,ATH91,C5756,M0904,D087
OXY03,DOC96,WOD96,C2605,M0250,D447
PAN03,PID95,KKONG,C3638,M0194,D038
PATCH,NA,NA,C0911,NA,NA
PCO03,VIO97,D0587,C0541,M0045,D390
POM03,BNX93,SANDY,C5854,M0359,D054
PUF03,POM97,CSK95,C0607,M0864,D469
RAP03,THU94,TAM94,C0757,M0502,D084
RBY03,STO98,PEREG,C2892,M0393,D484
RIB03,BCL96,BULBY,C2166,M0033,D197
RPP03,RUF00,MOBYD,C4279,M0865,D072
RUF03,GOD97,BULBY,C1654,M0035,D197
RUM03,STI96,BULBY,C5148,M0063,D197
RUSTY,NA,NA,C4284,NA,NA
SAG03,SEM95,SEQ98,C2407,M0370,D052
SAX03,TAM93,NA,C3630,M0133,NA
SCR03,GRA93,TNY94,C1873,M0096,D348
SCT03,CRM99,MOBYD,C0267,M0027,D072
SEQ03,SYC91,TNY94,C3711,M0130,D348
SHAGG,NA,NA,C4618,NA,NA
SLA03,GEC95,SKU97,C1052,M0390,D315
SLO03,GIN93,ART00,C2812,M0961,D042
SLR03,FLG98,TYS89,C1146,M0546,D099
SPI03,HAL94,D0548,C1561,M0051,D253
SPL03,SAM94,NA,C2236,M0031,NA
SQU03,EGR91,NA,C0281,M0752,NA
STR03,MNX90,BUZZA,C4031,M0446,D320
THS03,PAP87,NA,C0578,M0216,NA
TIC03,CLO96,OCH92,C2388,M0228,D249
TIK03,HAL95,D0548,C5575,M0586,D253
TRT03,OCH90,D0548,C5865,M0318,D253
TSL03,THS96,NA,C0987,M0641,NA
TUS03,JUG91,MOBYD,C4847,M0693,D072
TWIGY,NA,NA,C0807,NA,NA
UHA03,MODNP,D0545,C5051,M0430,D417
WAG03,LPW91,CSK93,C2032,M0332,D085
WAL03,DIC95,OCH92,C0457,M0796,D249
WHZ03,CGH94,MOBYD,C3255,M0701,D072
WIS03,CRB95,DPU94,C4723,M0889,D096
WONKY,NA,NA,C4824,NA,NA
WRE03,WAG96,KKONG,C4322,M0761,D038
WSD03,MLR96,D0546,C3267,M0715,D454
YEW03,HOL94,SAM97,C1372,M0803,D436
YOS03,SEQ96,ATH91,C3209,M0978,D087
ZUC03,CUC91,KKONG,C1516,M0611,D038
AND02,ARI99,NA,C0127,M0871,NA
ANM02,BAC98,EGR93,C5997,M0275,D375
ARD02,ALD98,D0544,C5423,M0547,D035
BEA02,MOO96,NA,C1343,M0884,NA
BIE02,CFI94,SHTNK,C2589,M0852,D414
BNN02,OAT94,CSK93,C2866,M0584,D085
BRAVO,NA,NA,C5281,NA,NA
BROWN,NA,NA,C5602,NA,NA
BRS02,SKI94,CSK93,C4233,M0226,D085
BSY02,MLN97,KKONG,C4605,M0711,D038
BUT02,BCL93,SHTNK,C0391,M0538,D414
CAY02,CPS97,D0566,C5329,M0220,D111
CED02,SEQ95,BERTI,C4978,M0019,D409
CHL02,PEP91,D0565,C2563,M0413,D342
CLL02,VIO96,HER91,C0589,M0684,D001
CLW02,STI94,NA,C5077,M0163,NA
CMR02,CLT97,SHTNK,C3312,M0885,D414
CND02,TIN98,D0565,C4596,M0085,D342
CUM02,CRC91,QUN94,C3619,M0991,D382
DIL02,FEN90,D0573,C1295,M0005,D365
DOC02,HIC88,NA,C0593,M0781,NA
DOT02,LPW93,KKONG,C0553,M0980,D038
DOW02,FEA95,NA,C5173,M0317,NA
FRT02,BUT96,BASIL,C3225,M0952,D200
GANDA,NA,NA,C0588,NA,NA
GOB02,CSK98,OCH92,C1226,M0170,D249
GOD02,AVO90,KKONG,C3897,M0617,D038
GRA02,FAN90,D0565,C4903,M0185,D342
HON02,SUN93,CHP90,C3496,M0669,D441
JAE02,BNX95,SANDY,C3978,M0021,D054
KAR02,TKN94,D0545,C3958,M0793,D417
KIT02,TER85,CSK93,C1002,M0465,D085
KLD02,BNX94,NA,C3526,M0970,NA
KNO02,TRK87,NA,C5763,M0132,NA
LAC02,BCL95,GOD95,C2120,M0488,D278
LAR02,KIT95,CSK93,C1405,M0630,D085
LIL02,THU96,OVA98,C4256,M0058,D361
LPA02,LMS97,BASIL,C1985,M0606,D200
LTE02,CAF98,D0566,C1051,M0672,D111
MDR02,TIK98,AST95,C2633,M0160,D183
MEG02,MAR95,SEE95,C0738,M0654,D502
MLN02,BEE93,D0565,C0183,M0208,D342
MOU02,DIC94,EGR95,C1022,M0291,D350
MOZ02,BIE97,SHTNK,C4009,M0330,D414
MRY02,MAR93,BUZZA,C5867,M0175,D320
NEC02,SPL98,TNY94,C3541,M0149,D348
NET02,DOC94,OCH92,C3553,M0377,D249
NIV02,SAX97,CHP90,C4739,M0959,D441
NUT02,TOS98,TAM94,C5370,M0618,D084
OVA02,CAF93,MAS95,C4655,M1012,D416
OXA02,SRL91,NA,C3344,M0809,NA
PAN02,PID95,OCH92,C2932,M0194,D249
PCL02,PIC98,CHP90,C0239,M0522,D441
PRC02,TRT98,KKONG,C5593,M0367,D038
PTA02,PRS98,NA,C3838,M0673,NA
PTL02,MNX89,SOL94,C1218,M0854,D394
RAP02,THU94,MOBYD,C1122,M0502,D072
RBY02,STO98,HER91,C1384,M0393,D001
REE02,KNO94,NA,C0307,M0830,NA
RIB02,BCL96,D0565,C3322,M0033,D342
ROM02,TIN95,KKONG,C2933,M0346,D038
RUF02,GOD97,FRO95,C1805,M0035,D274
SAO02,TOS96,FIN95,C2839,M0971,D482
SHN02,HEB98,D0544,C2426,M0146,D035
SLA02,GEC95,NA,C0511,M0390,NA
SPL02,SAM94,NA,C1243,M0031,NA
SPOOK,NA,NA,C1892,NA,NA
STI02,AVO89,FRO95,C2622,M0818,D274
SWA02,SWI88,BUZZA,C5569,M0434,D320
SYC02,PET87,BERTI,C0609,M0365,D409
TERRY,NA,NA,C5802,NA,NA
TIN02,THU91,TNY94,C5161,M0371,D348
TRT02,OCH90,KKONG,C0874,M0318,D038
TSL02,THS96,D0565,C5415,M0641,D342
WAG02,LPW91,NA,C0698,M0332,NA
WAL02,DIC95,OCH92,C0710,M0796,D249
WDY02,OXA99,CHP90,C4696,M0951,D441
WHZ02,CGH94,KKONG,C4800,M0701,D038
WIS02,CRB95,NA,C2289,M0889,NA
WSD02,MLR96,NA,C4899,M0715,NA
ALD01,SUR87,TOU91,C5236,M0308,D062
ARI01,ATH87,PIC94,C0171,M0273,D032
BIE01,CFI94,SHTNK,C4877,M0852,D414
BIT01,SQU97,D0587,C4338,M0999,D390
BNJ01,FDL96,ATH91,C2171,M0316,D087
BNN01,OAT94,EGR88,C4169,M0584,D268
BRS01,SKI94,NA,C5442,M0226,NA
BUT01,BCL93,PEREG,C4790,M0538,D484
CASPR,NA,NA,C2627,NA,NA
CCA01,QUN97,MOBYD,C1123,M0982,D072
CEE01,BUS92,NA,C1615,M0022,NA
CEL01,AST90,D0616,C4545,M0896,D328
CHF01,WAG95,PEREG,C4684,M0193,D484
CHN01,TRT97,MOBYD,C0313,M0504,D072
CLL01,VIO96,D0595,C5059,M0684,D215
CLW01,STI94,NA,C6028,M0163,NA
CMR01,CLT97,SQUAS,C2648,M0885,D508
COF01,OVA97,PIC94,C0248,M0518,D032
CRD01,FIN93,NA,C1893,M0814,NA
CRM01,OCH96,CHP90,C4703,M0246,D441
CSK01,ANK89,TNY94,C0014,M0378,D348
DANDP,MODNP,BERTI,C0567,M0430,D409
DIL01,FEN90,D0566,C2649,M0005,D111
DMS01,NYM98,NA,C3762,M0763,NA
DOC01,HIC88,TNY94,C0777,M0781,D348
DOW01,FEA95,NA,C0871,M0317,NA
EID01,MAL93,AST91,C4592,M0151,D429
ENGLE,NA,NA,C4662,NA,NA
ETN01,ALD94,D0566,C2100,M0839,D111
FAL01,CHP94,SANDY,C1607,M0988,D054
FNY01,FOP97,TNY94,C0312,M0237,D348
FOP01,DAN90,TNY94,C5306,M0648,D348
FOU01,SUL90,SCI87,C5184,M0570,D098
FRA01,PEN90,SCI87,C4236,M0551,D098
GAN01,SUL94,CSK93,C3854,M0945,D085
GRA01,FAN90,TYS89,C3610,M0185,D099
HED01,IVY97,TYS89,C1793,M0725,D099
HEL01,ORC95,D0607,C0659,M0098,D463
HIA01,PID97,TYS89,C4418,M0620,D099
HIR01,FUL93,DPU94,C3987,M0582,D096
HOC01,HOL97,TNY94,C2221,M0038,D348
HRN01,EGR96,HRM90,C3048,M0493,D160
IVO01,EBO90,PEREG,C0929,M0379,D484
IVY01,ILE87,TNY94,C5565,M0827,D348
JAY01,CGH95,AST91,C3291,M0645,D429
JEE01,HAL90,NA,C4522,M0644,NA
KLD01,BNX94,SCI87,C3932,M0970,D098
KNO01,TRK87,NA,C1371,M0132,NA
LAR01,KIT95,TYS89,C0222,M0630,D099
LMS01,GOD94,D0546,C2264,M0404,D454
LPA01,LMS97,NA,C0806,M0606,NA
LPW01,FEA87,NA,C0949,M0958,NA
MAU01,SEY92,NA,C4892,M0179,NA
MAV01,ANT97,D0607,C0041,M0395,D463
MDL01,FAN93,WOD90,C5389,M0210,D351
MED01,APH98,NA,C3038,M0116,NA
MNS01,STR96,OCH92,C2241,M0541,D249
MNT01,SUR95,TOU91,C1977,M0898,D062
MOU01,DIC94,NA,C0369,M0291,NA
MOZ01,BIE97,NA,C0401,M0330,NA
MRN01,ALB94,BUZZA,C1715,M0153,D320
MUD01,BRE91,NA,C5090,M0892,NA
NEB01,STA97,TNY94,C2518,M0575,D348
NET01,DOC94,TNY94,C1335,M0377,D348
NIV01,SAX97,TAM94,C0306,M0959,D084
OPA01,STO96,PEREG,C3193,M0904,D484
ORG01,CUM98,D0596,C4446,M0929,D435
OXA01,SRL91,CCO93,C5873,M0809,D397
OXY01,DOC96,TNY94,C3237,M0250,D348
PAN01,PID95,TNY94,C5027,M0194,D348
POM01,BNX93,BUZZA,C5746,M0359,D320
PRN01,OXA95,CHP90,C1529,M0351,D441
PUF01,POM97,SANDY,C3404,M0864,D054
REE01,KNO94,NA,C1351,M0830,NA
RMX01,DOC97,TNY94,C5052,M0401,D348
ROGER,NA,ATH91,C1195,NA,D087
RUM01,STI96,SHTNK,C2424,M0063,D414
SAO01,TOS96,NA,C3378,M0971,NA
SCR01,GRA93,HRM90,C3592,M0096,D160
SEQ01,SYC91,MOBYD,C0361,M0130,D072
SER01,HRM95,TNY94,C5811,M0475,D348
SHL01,GRA96,D0549,C5745,M0414,D297
SKU01,FUL86,BUZZA,C4962,M0990,D320
SLO01,GIN93,AST91,C4083,M0961,D429
SPD01,KNO95,D0615,C5403,M0460,D474
SPI01,HAL94,CCO93,C1165,M0051,D397
SPL01,SAM94,PEC90,C0803,M0031,D492
SQU01,EGR91,PEC90,C0992,M0752,D492
STK01,SQU95,HRM90,C3279,M0145,D160
STO01,WHA89,HER91,C4950,M0081,D001
SWA01,SWI88,NA,C2969,M0434,NA
THS01,PAP87,NA,C1370,M0216,NA
TIC01,CLO96,TNY94,C4623,M0228,D348
TIK01,HAL95,HAL88,C2247,M0586,D156
TRI01,FEA94,AST91,C1944,M0834,D429
TUFTY,BLF95,D0615,C0349,M0266,D474
TUS01,JUG91,CHP90,C0148,M0693,D441
TWA01,ORC97,D0587,C5692,M0418,D390
WAG01,LPW91,EGR88,C5038,M0332,D268
WAL01,DIC95,TNY94,C2038,M0796,D348
WIS01,CRB95,OCH92,C0362,M0889,D249
YEW01,HOL94,NA,C3900,M0803,NA
YOS01,SEQ96,ATH91,C2226,M0978,D087
YYURI,NA,NA,C2113,NA,NA
ZUC01,CUC91,ATH91,C4289,M0611,D087
ANT00,COQ94,OAT89,C4681,M0735,D246
APH00,THO86,RHINO,C0724,M0923,D327
ART00,ARI96,SAF88,C2845,M0018,D145
BEA00,MOO96,OCH92,C4356,M0884,D249
BIE00,CFI94,BCL90,C1519,M0852,D130
BILLY,NA,NA,C0300,NA,NA
BNN00,OAT94,CRAGS,C5883,M0584,D110
BORIS,NA,NA,C4689,NA,NA
BUT00,BCL93,HER91,C1771,M0538,D001
CED00,SEQ95,CSK95,C0879,M0019,D469
CEE00,BUS92,NA,C5664,M0022,NA
CGH00,WHA87,AST91,C4955,M0298,D429
CHL00,PEP91,NA,C2305,M0413,NA
CLT00,CCO87,PTL93,C3445,M0467,D101
CLW00,STI94,SCOWL,C2948,M0163,D255
CPS00,PEP93,ATH91,C0937,M0205,D087
CUM00,CRC91,TOU91,C0425,M0991,D062
DOC00,HIC88,LIZ89,C1899,M0781,D014
DOT00,LPW93,NA,C2351,M0980,NA
DRN00,DORNY,NA,C0336,M0092,NA
DSA07,NA,DIC90,C1739,NA,D257
ETN00,ALD94,NA,C5312,M0839,NA
FDL00,VIO89,HER91,C1484,M1006,D001
FLG00,ANK90,PIC90,C2542,M0887,D199
FOU00,SUL90,CRAGS,C1620,M0570,D110
FRA00,PEN90,KIERA,C4666,M0551,D335
FRT00,BUT96,HER91,C0209,M0952,D001
GAN00,SUL94,KIERA,C5583,M0945,D335
GOD00,AVO90,OAT89,C3588,M0617,D246
GRA00,FAN90,BASIL,C5921,M0185,D200
HAW00,SUR91,CHP90,C3676,M0287,D441
HEB00,BEE94,VIN88,C4150,M0075,D245
HEL00,ORC95,MOBYD,C4244,M0098,D072
HOL00,ILE86,SLT86,C5126,M0506,D477
HON00,SUN93,RHINO,C4366,M0669,D327
HRM00,INI86,TYS89,C3204,M0527,D099
HRN00,EGR96,NA,C2381,M0493,NA
IVY00,ILE87,NA,C4167,M0827,NA
JAE00,BNX95,BUZZA,C0700,M0021,D320
JAY00,CGH95,NA,C1686,M0645,NA
JEE00,HAL90,D0549,C5941,M0644,D297
KAR00,TKN94,NA,C4209,M0793,NA
KLD00,BNX94,SCI87,C4176,M0970,D098
KNO00,TRK87,NA,C3413,M0132,NA
LAC00,BCL95,RHINO,C0594,M0488,D327
LIL00,THU96,PEREG,C1278,M0058,D484
LMS00,GOD94,OAT89,C3600,M0404,D246
LPW00,FEA87,EGR88,C0282,M0958,D268
MAU00,SEY92,NA,C1550,M0179,NA
MEG00,MAR95,BUZZA,C0101,M0654,D320
MLN00,BEE93,ATH91,C2231,M0208,D087
MORRI,NA,NA,C5291,NA,NA
MOU00,DIC94,CRAGS,C0046,M0291,D110
MUD00,BRE91,NA,C3428,M0892,NA
OVA00,CAF93,TOU91,C3385,M1012,D062
OXY00,DOC96,SLT86,C2345,M0250,D477
PAN00,PID95,OAT89,C1513,M0194,D246
PIC00,MUS85,CHP90,C0643,M1017,D441
PRO00,PRS97,NA,C1082,M0873,NA
PROXY,MOPRX,D0545,C3551,M0531,D417
PTL00,MNX89,BUZZA,C5028,M0854,D320
QUN00,CAF89,BASIL,C4038,M0135,D200
RAP00,THU94,MOBYD,C4343,M0502,D072
REE00,KNO94,NA,C4398,M0830,NA
RIB00,BCL96,OAT89,C2858,M0033,D246
RUF00,GOD97,AST91,C4802,M0035,D429
RUM00,STI96,BCL90,C5213,M0063,D130
SAFIO,NA,NA,C4141,NA,NA
SAG00,SEM95,SCI87,C0494,M0370,D098
SAO00,TOS96,NA,C4798,M0971,NA
SAU00,OCC89,NA,C5411,M0947,NA
SAX00,TAM93,OPE89,C4658,M0133,D251
SCR00,GRA93,BASIL,C4202,M0096,D200
SLA00,GEC95,OCH92,C2187,M0390,D249
SLO00,GIN93,PEREG,C4815,M0961,D484
SPD00,KNO95,FAN85,C5331,M0460,D271
SPI00,HAL94,RHINO,C2595,M0051,D327
SQU00,EGR91,MOBYD,C1469,M0752,D072
STA00,GAL89,PEREG,C3399,M0223,D484
STR00,MNX90,SCI87,C5818,M0446,D098
SYC00,PET87,BASIL,C5350,M0365,D200
TIK00,HAL95,PEREG,C4075,M0586,D484
TIN00,THU91,PEREG,C4276,M0371,D484
TOO00,TUS96,VIN88,C5470,M0917,D245
TOS00,OPE87,NA,C5237,M0406,NA
TRT00,OCH90,RHINO,C1913,M0318,D327
TSL00,THS96,MOBYD,C4640,M0641,D072
UHA00,NA,BRG90,C1101,NA,D233
WAD00,WOD94,NA,C3380,M0235,NA
WAL00,DIC95,SLT86,C3043,M0796,D477
WHZ00,CGH94,BASIL,C3953,M0701,D200
WRE00,WAG96,AST91,C2198,M0761,D429
WSD00,MLR96,VIN88,C2917,M0715,D245
YOS00,SEQ96,PEREG,C2824,M0978,D484
ZIR00,PHL96,NA,C3158,M0167,NA
ZUC00,CUC91,BASIL,C0924,M0611,D200
ALD99,SUR87,SAF88,C0208,M0308,D145
APH99,THO86,CCO93,C0762,M0923,D397
ARI99,ATH87,HRM90,C2021,M0273,D160
ART99,ARI96,HRM90,C1827,M0018,D160
BAC99,PTN93,PTL93,C1917,M0213,D101
BIE99,CFI94,JUG90,C5749,M0852,D355
BNN99,OAT94,EGR88,C0115,M0584,D268
BNX99,FUL89,SCI87,C1209,M0156,D098
BRS99,SKI94,ATH91,C5588,M0226,D087
BUT99,BCL93,FLA93,C2983,M0538,D060
CED99,SEQ95,D0577,C3468,M0019,D266
CEE99,BUS92,NA,C1445,M0022,NA
CEL99,AST90,JOW89,C0737,M0896,D120
CGH99,WHA87,BASIL,C4705,M0298,D200
CHL99,PEP91,NA,C4283,M0413,NA
CLW99,STI94,SQUAS,C3840,M0163,D508
CNM99,CRD96,EGR88,C3173,M0573,D268
COO99,ANK91,TYS89,C3792,M0225,D099
CPP99,CAF96,NA,C2676,M0766,NA
CPS99,PEP93,ALC91,C5159,M0205,D500
CRD99,FIN93,NA,C1455,M0814,NA
CRM99,OCH96,NA,C5600,M0246,NA
CSK99,ANK89,SLT86,C4094,M0378,D477
DAN99,BUC82,NA,C4406,M0537,NA
DIC99,HIC84,TYS89,C0009,M1028,D099
DIL99,FEN90,SAF88,C2158,M0005,D145
DOC99,HIC88,SLT86,C3895,M0781,D477
DOW99,FEA95,NA,C1120,M0317,NA
FAL99,CHP94,TWE89,C3970,M0988,D511
FDL99,VIO89,BASIL,C1452,M1006,D200
FEA99,PLO82,NA,C1746,M0690,NA
FIN99,FEN89,NA,C3572,M0224,NA
FLR99,SAM95,NA,C5709,M0071,NA
FOP99,DAN90,CSK93,C0798,M0648,D085
FOU99,SUL90,SCI87,C3278,M0570,D098
FRT99,BUT96,ATH91,C5083,M0952,D087
GAN99,SUL94,EGR88,C5517,M0945,D268
GEC99,LIZ86,NA,C3113,M0083,NA
GOD99,AVO90,BASIL,C3750,M0617,D200
GRA99,FAN90,BASIL,C3876,M0185,D200
HAL99,TUR83,TNY93,C5937,M0347,D048
HAW99,SUR91,D0577,C5056,M0287,D266
HIR99,FUL93,KIERA,C3426,M0582,D335
HON99,SUN93,TURKS,C2363,M0669,D287
HORAC,NA,NA,C0373,NA,NA
HRM99,INI86,BASIL,C4116,M0527,D200
IVO99,EBO90,BASIL,C4685,M0379,D200
IVY99,ILE87,SLT86,C1388,M0827,D477
JEE99,HAL90,EGR93,C3929,M0644,D375
KIV99,NAI96,NA,C1820,M0847,NA
KLD99,BNX94,SCI87,C4557,M0970,D098
KNO99,TRK87,JUG90,C5715,M0132,D355
LAR99,KIT95,SCI87,C5425,M0630,D098
LMS99,GOD94,HER91,C0830,M0404,D001
LPW99,FEA87,EGR88,C1710,M0958,D268
MAS99,TUR85,SAF88,C5187,M0328,D145
MDL99,FAN93,D0549,C3687,M0210,D297
MEG99,MAR95,KIERA,C4571,M0654,D335
MND99,FDL94,DSA99,C4090,M0026,D142
MNT99,SUR95,SAF88,C2805,M0898,D145
MOU99,DIC94,SLT86,C3347,M0291,D477
MRN99,ALB94,SCI87,C3049,M0153,D098
MRY99,MAR93,KIERA,C4682,M0175,D335
MST99,IVY95,JOW89,C2039,M0523,D120
MUD99,BRE91,NA,C0453,M0892,NA
MUF99,DIC96,LIZ89,C5396,M0358,D014
NEP99,IND92,NA,C1741,M0676,NA
NET99,DOC94,CSK93,C4536,M0377,D085
OPA99,STO96,BASIL,C3845,M0904,D200
ORC99,CRO90,JOW89,C5557,M0704,D120
OXA99,SRL91,SAF88,C2007,M0809,D145
PEP99,MUS81,MOBYD,C3162,M1016,D072
PID99,LIM85,BASIL,C3001,M0932,D200
PIL99,HER93,ALC91,C2415,M0198,D500
POM99,BNX93,WIRES,C0314,M0359,D345
PRN99,OXA95,VIN88,C0939,M0351,D245
PRS99,ATH89,AST91,C3498,M0544,D429
PRT99,ORP92,NA,C5244,M0576,NA
QUN99,CAF89,TURKS,C5162,M0135,D287
REE99,KNO94,NA,C4269,M0830,NA
RUM99,STI96,BCL90,C2326,M0063,D130
SAG99,SEM95,SCI87,C1931,M0370,D098
SAM99,CAL84,NA,C2708,M0587,NA
SAU99,OCC89,NA,C3072,M0947,NA
SAX99,TAM93,D0549,C4935,M0133,D297
SCA99,LOB86,NA,C3274,M0410,NA
SCR99,GRA93,BASIL,C1600,M0096,D200
SEQ99,SYC91,PEC90,C4947,M0130,D492
SER99,HRM95,PEREG,C0386,M0475,D484
SHI99,GRA95,PEREG,C3852,M0736,D484
SKU99,FUL86,WIRES,C2710,M0990,D345
SLA99,GEC95,NA,C4124,M0390,NA
SLO99,GIN93,BASIL,C0398,M0961,D200
SPD99,KNO95,NA,C0309,M0460,NA
SPI99,HAL94,SAF88,C3873,M0051,D145
SPL99,SAM94,PEREG,C1878,M0031,D484
STI99,AVO89,ATH91,C4766,M0818,D087
STK99,SQU95,NA,C5348,M0145,NA
STO99,WHA89,BASIL,C4699,M0081,D200
SUR99,THO82,HRM90,C4380,M0192,D160
SUT99,TWE93,NA,C0530,M0024,NA
TKN99,NAK90,DIC90,C2091,M0545,D257
TNG99,FAN88,TURKS,C4142,M0757,D287
TNY99,TIT84,NA,C0490,M0214,NA
TUS99,JUG91,BRNCH,C1798,M0693,D059
VIN99,MUS84,HRM90,C2134,M0808,D160
VIO99,CLA85,BASIL,C0563,M0299,D200
WAG99,LPW91,EGR88,C5827,M0332,D268
WAL99,DIC95,TYS89,C1449,M0796,D099
WSD99,MLR96,NA,C4323,M0715,NA
YEW99,HOL94,BASIL,C3355,M0803,D200
ZAN99,ALD91,CHP90,C3546,M0189,D441
ALD98,SUR87,BASIL,C2743,M0308,D200
APH98,THO86,D0557,C2937,M0923,D434
BAC98,PTN93,SLT86,C2468,M0213,D477
BNN98,OAT94,FUL90,C0998,M0584,D376
BNX98,FUL89,SCI87,C1562,M0156,D098
BREAK,NA,NA,C0720,NA,NA
BRG98,MUR85,D0557,C0974,M0987,D434
BUT98,BCL93,TURKS,C2157,M0538,D287
CAF98,MAX84,D0594,C2402,M0635,D227
CEE98,BUS92,D0549,C1849,M0022,D297
CHI98,PGB83,NA,C3313,M0979,NA
CHL98,PEP91,D0594,C3946,M0413,D227
CLT98,CCO87,BCL90,C0824,M0467,D130
CLW98,STI94,NA,C4410,M0163,NA
COO98,ANK91,FUL90,C3933,M0225,D376
CSK98,ANK89,SLT86,C3036,M0378,D477
CUM98,CRC91,D0549,C4413,M0991,D297
DIA98,APH93,NA,C2823,M0832,NA
DIC98,HIC84,SLT86,C2749,M1028,D477
DIL98,FEN90,NA,C1475,M0005,NA
DOC98,HIC88,TYS89,C0926,M0781,D099
DPU98,DBL89,NA,C0507,M0583,NA
FAL98,CHP94,NA,C5346,M0988,NA
FEA98,PLO82,EGR88,C2612,M0690,D268
FIJ98,ALD95,AST91,C2471,M0073,D429
FLG98,ANK90,LIZ89,C1096,M0887,D014
FOP98,DAN90,LIZ89,C0718,M0648,D014
FRA98,PEN90,SCI87,C4359,M0551,D098
FRO98,BIL84,BASIL,C1005,M0702,D200
GAN98,SUL94,SKA85,C0993,M0945,D244
GIN98,JUN85,NA,C1260,M1013,NA
GOD98,AVO90,BASIL,C3907,M0617,D200
GRA98,FAN90,TURKS,C4549,M0185,D287
HAL98,TUR83,SAF88,C4076,M0347,D145
HEB98,BEE94,PEC89,C0935,M0075,D118
HIR98,FUL93,TYS89,C0432,M0582,D099
HRM98,INI86,OAT89,C2156,M0527,D246
IVO98,EBO90,TEAKS,C5443,M0379,D512
IVY98,ILE87,FUL90,C0742,M0827,D376
JEE98,HAL90,SAF88,C0800,M0644,D145
KAR98,TKN94,NA,C6022,M0793,NA
LMS98,GOD94,JOW89,C4781,M0404,D120
LPW98,FEA87,SCI87,C0895,M0958,D098
MAL98,SME84,INI85,C5209,M0447,D401
MAT98,MAR89,SCI87,C2108,M0030,D098
MAU98,SEY92,NA,C3808,M0179,NA
MDL98,FAN93,RHINO,C5112,M0210,D327
MEG98,MAR95,DUN89,C0412,M0654,D275
MLN98,BEE93,NA,C2353,M0208,NA
MLR98,JUG87,OPE89,C3028,M0230,D251
MND98,FDL94,NA,C5144,M0026,NA
MRN98,ALB94,BASIL,C3612,M0153,D200
MRY98,MAR93,FLA90,C5474,M0175,D226
MUD98,BRE91,NA,C4175,M0892,NA
NAI98,NAK89,NA,C0780,M0350,NA
NEP98,IND92,DUNST,C0898,M0676,D270
NET98,DOC94,TYS89,C2380,M0377,D099
NYM98,APH95,D0614,C0925,M0754,D074
OCH98,SAF80,TURKS,C4657,M0201,D287
ORC98,CRO90,TEAKS,C4301,M0704,D512
OVA98,CAF93,TEAKS,C2314,M1012,D512
PHL98,PID89,TYS89,C4902,M0569,D099
PIC98,MUS85,SAF88,C0360,M1017,D145
PIL98,HER93,CRY90,C1035,M0198,D286
PIP98,TEL90,FAN85,C3613,M0790,D271
PNT98,MOO94,TWE89,C4140,M0909,D511
PRN98,OXA95,D0593,C1599,M0351,D483
PRS98,ATH89,HRM90,C0958,M0544,D160
PTL98,MNX89,EGR88,C2009,M0854,D268
QUN98,CAF89,SAF88,C1788,M0135,D145
RAP98,THU94,WOD90,C4612,M0502,D351
ROM98,TIN95,JOW89,C0504,M0346,D120
SAM98,CAL84,BCL90,C4099,M0587,D130
SAU98,OCC89,NA,C4850,M0947,NA
