Code,MumCode,Sire,Code_anon,MumCode_anon,Sire_anon
KIT95,TER85,SLT86,C1028,M0465,D477
KNO95,TRK87,WEE85,C2130,M0132,D175
LPW95,FEA87,NA,C2054,M0958,NA
MAL95,SME84,FOL84,C5781,M0447,D314
MAR95,MAW83,SLT86,C3677,M0981,D477
MAS95,TUR85,SAF85,C1989,M0328,D214
MGN95,AQU91,NA,C5826,M0777,NA
MIC95,MICHE,NA,C1404,M0762,NA
MLR95,JUG87,NA,C1060,M0230,NA
MOO95,MOY82,SEP83,C2800,M0155,D016
MORCA,NA,NA,C3129,NA,NA
MUD95,BRE91,NA,C3223,M0892,NA
NAI95,NAK89,NA,C0186,M0350,NA
OAT95,BAR83,FIL86,C3450,M0826,D462
ORC95,CRO90,INI85,C4952,M0704,D401
OXA95,SRL91,BRNCH,C1085,M0809,D059
PEP95,MUS81,TURKS,C1768,M1016,D287
PERCY,MOPRC,PEC85,C1836,M1008,D044
PHL95,PID89,TYS83,C1848,M0569,D119
PID95,LIM85,TYS83,C4067,M0932,D119
PRS95,ATH89,SAF85,C4053,M0544,D214
PTL95,MNX89,FIL86,C0870,M0854,D462
PTN95,LIM83,TYS83,C4242,M0286,D119
SAL95,SIE84,NA,C3617,M0253,NA
SAM95,CAL84,NA,C2565,M0587,NA
SAU95,OCC89,NA,C2880,M0947,NA
SCA95,LOB86,SOL89,C3134,M0410,D164
SEE95,SES89,AVO84,C1861,M0950,D294
SEM95,WHE84,SKA85,C4091,M0348,D244
SEQ95,SYC91,AVO84,C3983,M0130,D294
SKI95,OAT90,FIL86,C6030,M0015,D462
SKU95,FUL86,SKA85,C0375,M0990,D244
SQU95,EGR91,NA,C0910,M0752,NA
STA95,GAL89,FOL84,C2597,M0223,D314
STI95,AVO89,WEE85,C0378,M0818,D175
STR95,MNX90,SLT86,C5367,M0446,D477
SUR95,THO82,SAF89,C4975,M0192,D158
SWA95,SWI88,AVO84,C0708,M0434,D294
SYC95,PET87,AVO84,C2694,M0365,D294
TAM95,RHY88,BRNCH,C5451,M0536,D059
TEN95,WID85,NA,C3640,M0294,NA
TGR95,OTT89,NA,C1300,M0453,NA
THS95,PAP87,SOL89,C1009,M0216,D164
TIG95,OTA80,NA,C2797,M1009,NA
TIN95,THU91,LENOT,C2674,M0371,D452
TKN95,NAK90,NA,C1414,M0545,NA
TNG95,FAN88,D0540,C0027,M0757,D428
TREVO,NA,NA,C3942,NA,NA
TRT95,OCH90,D0540,C2720,M0318,D428
TUS95,JUG91,GRIST,C0618,M0693,D486
TWE95,SEP84,NA,C4617,M0529,NA
VEN95,APH91,NA,C4610,M0199,NA
VIN95,MUS84,D0569,C0137,M0808,D407
VIO95,CLA85,LENOT,C4716,M0299,D452
VNG95,VIN91,TEL87,C5098,M0311,D103
WAG95,LPW91,FIL86,C4958,M0332,D462
WAVES,NA,NA,C2220,NA,NA
WINDY,NA,NA,C3833,NA,NA
WISEE,NA,NA,C0885,NA,NA
WOD95,CAP84,TYS83,C1150,M0292,D119
ZAN95,ALD91,TIG89,C0093,M0189,D427
ZUC95,CUC91,AVO84,C2989,M0611,D294
ALB94,FUL87,FIL86,C3990,M0243,D462
ALD94,SUR87,SAF85,C5508,M0308,D214
APH94,THO86,D0560,C5718,M0923,D346
ARI94,ATH87,D0557,C2230,M0273,D434
AST94,GAL85,CHE82,C5679,M0974,D082
ATH94,THO81,SAF88,C4304,M0340,D145
BCL94,BUC81,FOL84,C1530,M0682,D314
BEE94,PET85,LENOT,C5817,M0111,D452
BIGGL,NA,NA,C1756,NA,NA
BNX94,FUL89,VER84,C3283,M0156,D224
BRE94,BREND,NA,C5564,M0920,NA
BRG94,MUR85,KIW89,C3184,M0987,D277
BRN94,WHS90,NA,C2667,M0843,NA
CCO94,LAM83,NA,C2315,M0239,NA
CEL94,AST90,CHE82,C1494,M0896,D082
CFI94,CFU82,FOL84,C1814,M0773,D314
CGH94,WHA87,TYS83,C4753,M0298,D119
CHI94,PGB83,NA,C2697,M0979,NA
CHP94,BLC83,PEP85,C4690,M0161,D186
CLO94,HIC89,JUG85,C1316,M0983,D095
CLT94,CCO87,WEE85,C3273,M0467,D175
COQ94,FIL90,NA,C1557,M0785,NA
COU94,CUC84,CONFI,C4077,M0416,D125
CRB94,MOC84,NA,C2704,M1011,NA
CRS94,CHI89,NA,C2884,M0912,NA
CSK94,ANK89,OCH83,C3095,M0378,D121
CUC94,UMB80,FLY86,C2502,M0535,D304
DAN94,BUC82,OCH83,C1940,M0537,D121
DIC94,HIC84,OCH83,C1857,M1028,D121
DOC94,HIC88,OCH83,C3090,M0781,D121
DPU94,DBL89,DSA97,C1261,M0583,D372
DUN94,WHA83,CROSS,C2949,M0123,D503
EGR94,IBI84,GRIST,C4707,M0599,D486
FAN94,COL80,CROSS,C3124,M0144,D503
FDL94,VIO89,LENOT,C5924,M1006,D452
FEA94,PLO82,CUR85,C5464,M0690,D045
FIN94,FEN89,NA,C1313,M0224,NA
FOP94,DAN90,JUG85,C4505,M0648,D095
FOU94,SUL90,SOR84,C4473,M0570,D013
FRA94,PEN90,CROSS,C5280,M0551,D503
FRO94,BIL84,NA,C2882,M0702,NA
FUL94,MAW79,SOR84,C3441,M0795,D013
GEM94,POL79,OCH83,C1773,M0977,D121
GIN94,JUN85,JUG85,C0900,M1013,D095
GOD94,AVO90,CROSS,C3764,M0617,D503
GRA94,FAN90,D0575,C0329,M0185,D020
HAL94,TUR83,LENNY,C0286,M0347,D123
HAW94,SUR91,SUR86,C0491,M0287,D050
HER94,MAC87,NA,C2873,M0422,NA
HOL94,ILE86,OCH83,C2990,M0506,D121
HRM94,INI86,TYS83,C0549,M0527,D119
IVO94,EBO90,TYS83,C5544,M0379,D119
IVY94,ILE87,OCH83,C0143,M0827,D121
JEE94,HAL90,TYS83,C4887,M0644,D119
JOA94,JOANO,NA,C1368,M0494,NA
KKONG,NA,D0588,C0351,NA,D017
KNO94,TRK87,D0560,C1448,M0132,D346
LPW94,FEA87,CUR85,C2003,M0958,D045
MAR94,MAW83,NA,C4314,M0981,NA
MAS94,TUR85,LENNY,C1801,M0328,D123
MAT94,MAR89,NA,C3015,M0030,NA
MEA94,BAR84,CUR85,C0773,M0142,D045
MERLI,NA,NA,C3836,NA,NA
MOO94,MOY82,FIL86,C4428,M0155,D462
MOPRX,WID79,OAT89,C4164,M0134,D246
NAI94,NAK89,NA,C1419,M0350,NA
OAT94,BAR83,SKA85,C2942,M0826,D244
OCH94,SAF80,CROSS,C2940,M0201,D503
PAP94,CAL82,NA,C5498,M0082,NA
PEP94,MUS81,LENNY,C0330,M1016,D123
PHL94,PID89,TYS83,C5087,M0569,D119
PIC94,MUS85,CONFI,C2215,M1017,D125
PID94,LIM85,AVO84,C5627,M0932,D294
PIP94,TEL90,NA,C0182,M0790,NA
POPEY,NA,NA,C4051,NA,NA
PPK94,PEP90,LENNY,C3029,M0338,D123
PTL94,MNX89,FIL86,C3435,M0854,D462
PTN94,LIM83,OCH83,C5235,M0286,D121
QUN94,CAF89,HAL88,C5323,M0135,D156
RAVEN,NA,NA,C1728,NA,NA
RUINS,NA,NA,C5759,NA,NA
SAM94,CAL84,AVO84,C3698,M0587,D294
SANDY,PEN89,D0588,C5592,M0168,D017
SANTR,NA,NA,C6043,NA,NA
SAU94,OCC89,NA,C3337,M0947,NA
SEM94,WHE84,CUR85,C1748,M0348,D045
SES94,HAR82,FLY86,C5549,M0681,D304
SHTNK,NA,NA,C5286,NA,NA
SKI94,OAT90,CUR85,C1693,M0015,D045
SKU94,FUL86,SKA85,C2294,M0990,D244
SMONG,NA,NA,C4646,NA,NA
SOL94,THO84,CONFI,C4025,M0113,D125
STA94,GAL89,OCH83,C4196,M0223,D121
STI94,AVO89,FOL84,C5150,M0818,D314
STO94,WHA89,AVO84,C2400,M0081,D294
SUL94,TER80,EGR88,C4316,M0174,D268
SUN94,RHY86,SAF88,C0409,M0939,D145
SUR94,THO82,LENNY,C1542,M0192,D123
SYC94,PET87,AVO84,C0112,M0365,D294
TAM94,RHY88,GRIST,C0962,M0536,D486
TATTI,NA,NA,C0521,NA,NA
TGR94,OTT89,NA,C0573,M0453,NA
THU94,UMB84,AVO84,C1232,M0845,D294
TIG94,OTA80,NA,C1619,M1009,NA
TKN94,NAK90,BRNCH,C4567,M0545,D059
TNG94,FAN88,CROSS,C0818,M0757,D503
TNY94,TIT84,JUG85,C1731,M0214,D095
TRT94,OCH90,AVO84,C5975,M0318,D294
TWE94,SEP84,PEP85,C4771,M0529,D186
TWITE,NA,NA,C5290,NA,NA
TWST2,NA,NA,C3974,NA,NA
VAL94,VALEN,NA,C3251,M0110,NA
VEN94,APH91,SAF85,C0916,M0199,D214
VIO94,CLA85,FLY86,C1369,M0299,D304
WILDS,NA,NA,C0200,NA,NA
WOD94,CAP84,AVO84,C0941,M0292,D294
ALB93,FUL87,CHE82,C0799,M0243,D082
ALD93,SUR87,LAM86,C1168,M0308,D135
APH93,THO86,D0581,C1540,M0923,D023
ARI93,ATH87,LENNY,C1070,M0273,D123
AST93,GAL85,RHY84,C3022,M0974,D088
BAN93,FRE83,NA,C0424,M0849,NA
BCL93,BUC81,FLY86,C3652,M0682,D304
BEE93,PET85,CRUMP,C3982,M0111,D147
BERTI,NA,INI85,C0443,NA,D401
BNX93,FUL89,SAF82,C0693,M0156,D146
BRI93,EOL89,NA,C5041,M0688,NA
CAF93,MAX84,JUG85,C1774,M0635,D095
CASTL,D0535,PEP85,C4673,M0975,D186
CCO93,LAM83,BIL85,C0516,M0239,D399
CGH93,WHA87,CRUMP,C5710,M0298,D147
CLO93,HIC89,JUG85,C5189,M0983,D095
CLT93,CCO87,CRUMP,C5224,M0467,D147
COQ93,FIL90,NA,C2891,M0785,NA
CRB93,MOC84,NA,C5024,M1011,NA
CSK93,ANK89,JUG85,C4748,M0378,D095
CUC93,UMB80,NA,C0440,M0535,NA
DAN93,BUC82,FLY86,C0384,M0537,D304
DIC93,HIC84,SCO81,C4730,M1028,D272
DOC93,HIC88,VER81,C5471,M0781,D213
DUN93,WHA83,SUR86,C5070,M0123,D050
EGR93,IBI84,CRUMP,C4351,M0599,D147
FAN93,COL80,CRUMP,C2849,M0144,D147
FDL93,VIO89,INI85,C3719,M1006,D401
FEA93,PLO82,NA,C4581,M0690,NA
FHUAR,NA,NA,C2391,NA,NA
FIN93,FEN89,NA,C5928,M0224,NA
FLA93,UPT79,CROSS,C5400,M0423,D503
FRI93,FRE89,NA,C0157,M0473,NA
FRO93,BIL84,CROSS,C1807,M0702,D503
FUL93,MAW79,CHE82,C4965,M0795,D082
GEC93,LIZ86,NA,C3857,M0083,NA
GIN93,JUN85,JUG85,C3181,M1013,D095
GRA93,FAN90,CRUMP,C3812,M0185,D147
HAL93,TUR83,LENNY,C1792,M0347,D123
HER93,MAC87,CRUMP,C3537,M0422,D147
HOL93,ILE86,AVO84,C3272,M0506,D294
HRM93,INI86,CRUMP,C3047,M0527,D147
JOW93,WID79,CRUMP,C4195,M0134,D147
KITES,NA,ANK87,C4479,NA,D510
KNO93,TRK87,NA,C2894,M0132,NA
LPW93,FEA87,CRUMP,C2029,M0958,D147
MAL93,SME84,CRUMP,C0933,M0447,D147
MAR93,MAW83,SAF82,C5283,M0981,D146
MOO93,MOY82,NA,C3560,M0155,NA
MUL93,LOG84,NA,C0264,M0047,NA
NAI93,NAK89,NA,C3859,M0350,NA
PEC93,SCO76,NA,C2628,M0759,NA
PEP93,MUS81,D0612,C1305,M1016,D126
PIC93,MUS85,CRUMP,C0249,M1017,D147
PRS93,ATH89,NA,C1355,M0544,NA
PTL93,MNX89,FLY86,C3914,M0854,D304
PTN93,LIM83,VER81,C2020,M0286,D213
SCA93,LOB86,VER84,C1673,M0410,D224
SEE93,SES89,CRUMP,C5186,M0950,D147
SKU93,FUL86,SAF82,C1064,M0990,D146
SOL93,THO84,LENNY,C3160,M0113,D123
STI93,AVO89,WIG85,C3579,M0818,D047
STO93,WHA89,CRUMP,C4860,M0081,D147
SUN93,RHY86,CROSS,C0574,M0939,D503
SWEPB,NA,NA,C5991,NA,NA
SYC93,PET87,CRUMP,C5914,M0365,D147
TALON,NA,NA,C1659,NA,NA
TAM93,RHY88,CROSS,C3091,M0536,D503
THS93,PAP87,JUG85,C5339,M0216,D095
TIG93,OTA80,FOL84,C2475,M1009,D314
TLW93,CAN87,D0581,C2366,M0723,D023
TNY93,TIT84,CRUMP,C4383,M0214,D147
TOS93,OPE87,NA,C3045,M0406,NA
TWE93,SEP84,JUG85,C4560,M0529,D095
VIN93,MUS84,D0562,C4390,M0808,D341
ALB92,FUL87,VER84,C4764,M0243,D224
ANK92,KIL82,VER81,C4595,M0079,D213
APH92,THO86,LAM86,C0991,M0923,D135
AQU92,COB80,NA,C5241,M0176,NA
AVO92,UPT78,FOL84,C0861,M0229,D314
BAN92,FRE83,NA,C2413,M0849,NA
BRENT,NA,NA,C0368,NA,NA
BRG92,MUR85,AVO84,C5961,M0987,D294
BRUNS,NA,NA,C5299,NA,NA
BUS92,PEC86,TYS83,C5888,M0366,D119
BUZZA,NA,INI85,C5695,NA,D401
CFI92,CFU82,BLC81,C2306,M0773,D128
CHA92,FID86,FOL84,C1176,M0186,D314
CHI92,PGB83,NA,C4200,M0979,NA
CHP92,BLC83,NA,C1961,M0161,NA
CRO92,OCH85,LENOT,C4168,M0053,D452
CRS92,CHI89,D0592,C3491,M0912,D259
CRY92,CLC79,NA,C1031,M0254,NA
CWR92,LIM80,OCH83,C1819,M0183,D121
DAN92,BUC82,VER81,C3508,M0537,D213
DIC92,HIC84,VER81,C3628,M1028,D213
DIT92,PIB83,MAD83,C4710,M0906,D495
DOC92,HIC88,OCH83,C2244,M0781,D121
EBO92,PET83,AVO84,C1665,M0922,D294
ELE92,EOL86,NA,C2974,M0483,NA
EQU92,INI87,PEC85,C5347,M0013,D044
FAN92,COL80,AVO84,C4403,M0144,D294
FEA92,PLO82,SAF82,C3726,M0690,D146
FEN92,RED82,WAX85,C5677,M0837,D162
FIE92,SIE82,LENOT,C2431,M0691,D452
FIL92,EIF81,BRNCH,C5704,M0300,D059
FRO92,BIL84,NA,C4488,M0702,NA
GIN92,JUN85,RHY82,C1359,M1013,D442
HAL92,TUR83,CROSS,C0132,M0347,D503
HIC92,BLT75,VER81,C3809,M0173,D213
HRM92,INI86,LEN83,C0405,M0527,D081
ILE92,CHE80,VER81,C4678,M0602,D213
IND92,HAL87,TOPIS,C3646,M0650,D473
INI92,VER79,AVO84,C5690,M0125,D294
IVY92,ILE87,VER81,C4419,M0827,D213
JES92,JAN84,NA,C2533,M0824,NA
JOA92,JOANO,NA,C3937,M0494,NA
JOW92,WID79,RHY82,C2510,M0134,D442
JUG92,BRF79,PRK83,C3886,M0772,D163
KID92,ADZ84,NA,C2926,M0976,NA
KIERA,NA,BIGSG,C3186,NA,D002
KIT92,TER85,SAF82,C0977,M0465,D146
KIW92,BLO75,SOR84,C4179,M0655,D013
LIZ92,LTF77,NA,C1887,M1007,NA
MAS92,TUR85,FRE87,C5640,M0328,D299
MEA92,BAR84,SAF82,C1147,M0142,D146
MLR92,JUG87,NA,C0792,M0230,NA
MNX92,FUL83,BAR82,C3934,M0946,D307
MUS92,RED74,NA,C0344,M0256,NA
NAK92,FLA85,BON83,C0638,M0293,D208
OAT92,BAR83,TIT79,C3420,M0826,D218
OCC92,CLC80,CHEST,C5717,M0407,D290
OCH92,SAF80,LENOT,C2844,M0201,D452
OPE92,SKA82,NA,C2250,M0003,NA
ORP92,CLA87,AVO84,C5362,M1024,D294
OXL92,PRI79,NA,C5970,M0883,NA
PEC92,SCO76,RED81,C5005,M0759,D383
PEL92,MOS83,LENOT,C5079,M0805,D452
PEN92,BAR80,VER84,C5058,M0730,D224
PID92,LIM85,LEN83,C3850,M0932,D081
POR92,OAT87,FLY86,C4918,M0634,D304
PRA92,TER84,CHE82,C4385,M0727,D082
PRM92,PRI89,NA,C1677,M0283,NA
PTN92,LIM83,VER81,C1907,M0286,D213
QUN92,CAF89,CROSS,C1942,M0135,D503
RHY92,MOS78,LENOT,C4109,M0760,D452
SAF92,CRT76,LENOT,C1736,M0503,D452
SAL92,SIE84,NA,C3056,M0253,NA
SAM92,CAL84,AVO84,C3772,M0587,D294
SAU92,OCC89,NA,C2559,M0947,NA
SEM92,WHE84,VER84,C3905,M0348,D224
SES92,HAR82,SEP83,C2043,M0681,D016
SEY92,SUR89,CRUMP,C5414,M0112,D147
SHA92,BCL87,RED81,C5619,M0543,D383
SKA92,LIB78,NA,C1601,M0222,NA
SOL92,THO84,CONFI,C2281,M0113,D125
SRL92,OCH87,JUG85,C3159,M0364,D095
SUL92,TER80,CHE82,C0180,M0174,D082
SUR92,THO82,FRE87,C0305,M0192,D299
SWI92,TER83,CHE82,C0654,M0249,D082
TAM92,RHY88,NA,C5762,M0536,NA
THS92,PAP87,D0589,C1966,M0216,D279
TIG92,OTA80,LEN83,C6018,M1009,D081
TNG92,FAN88,AVO84,C0568,M0757,D294
TOG92,BCL84,BLC81,C3478,M0813,D128
TUR92,MUS77,TOPIS,C2406,M0234,D473
TWE92,SEP84,NA,C0339,M0529,NA
VIO92,CLA85,CONFI,C4349,M0299,D125
WAX92,WHI76,D0562,C4869,M0119,D341
WHA92,CUR78,LEN83,C0735,M0564,D081
WHS92,BAR79,OCH83,C5506,M0260,D121
WIL92,FUL85,BAR82,C3633,M0491,D307
WOD92,CAP84,RHY82,C4302,M0292,D442
ALB91,FUL87,BAR82,C3110,M0243,D307
ALC91,OCC85,D0563,C4165,M0626,D478
ALD91,SUR87,CONFI,C2726,M0308,D125
ANK91,KIL82,SCO81,C3071,M0079,D272
APH91,THO86,TOPIS,C2831,M0923,D473
AQU91,COB80,NA,C1864,M0176,NA
ARI91,ATH87,CUR81,C4701,M0273,D449
AST91,GAL85,SOR84,C1964,M0974,D013
ATH91,THO81,CONFI,C6032,M0340,D125
AVO91,UPT78,NA,C2832,M0229,NA
BAN91,FRE83,NA,C4664,M0849,NA
BCL91,BUC81,FOL84,C2527,M0682,D314
BEE91,PET85,TYS83,C0897,M0111,D119
BRE91,BREND,NA,C0031,M0920,NA
CAF91,MAX84,CONFI,C4106,M0635,D125
CCO91,LAM83,BITES,C2985,M0239,D185
CFI91,CFU82,TYS83,C5145,M0773,D119
CGH91,WHA87,CHE82,C4373,M0298,D082
CHI91,PGB83,NA,C2233,M0979,NA
CHP91,BLC83,NA,C1253,M0161,NA
CLT91,CCO87,FAN85,C4793,M0467,D271
COU91,CUC84,LEN83,C3118,M0416,D081
CRB91,MOC84,BAR82,C2325,M1011,D307
CRC91,TUR87,CONFI,C1387,M0044,D125
CRN91,TEL86,NA,C4092,M0893,NA
CUC91,UMB80,LEN83,C3306,M0535,D081
CWR91,LIM80,SAF82,C5890,M0183,D146
DAN91,BUC82,CRE80,C0517,M0537,D324
DIC91,HIC84,SAF82,C4988,M1028,D146
DIT91,PIB83,OCH83,C0195,M0906,D121
DUI91,DOR82,D0611,C3073,M0383,D288
DUN91,WHA83,SCO81,C5109,M0123,D272
EGR91,IBI84,BITES,C5216,M0599,D185
ELE91,EOL86,NA,C1011,M0483,NA
EOL91,CAN80,KIW85,C2419,M0799,D169
FEA91,PLO82,AVO84,C2543,M0690,D294
FEN91,RED82,CONFI,C4151,M0837,D125
FERGU,NA,NA,C1761,NA,NA
FLA91,UPT79,LEN83,C2433,M0423,D081
FRO91,BIL84,WEE85,C1429,M0702,D175
FUL91,MAW79,CHE82,C4379,M0795,D082
GEM91,POL79,CHE82,C3626,M0977,D082
GIN91,JUN85,RHY82,C2033,M1013,D442
HER91,MAC87,CUR81,C0636,M0422,D449
HIC91,BLT75,TIT79,C4765,M0173,D218
HOL91,ILE86,TYS83,C3590,M0506,D119
HRM91,INI86,RED79,C0857,M0527,D373
INI91,VER79,NA,C2480,M0125,NA
ION91,AGA84,NA,C4339,M0301,NA
IVY91,ILE87,CRE80,C0460,M0827,D324
JAC91,JEM87,NA,C4862,M0372,NA
JUG91,BRF79,LENOT,C2439,M0772,D452
KIT91,TER85,VER81,C6042,M0465,D213
KIW91,BLO75,SEP83,C5581,M0655,D016
KNO91,TRK87,LEN83,C1841,M0132,D081
LPW91,FEA87,TIT79,C3120,M0958,D218
LUZ91,DOR78,NA,C5295,M0633,NA
M238S,NA,NA,C0608,NA,NA
MAD91,BOT79,BAR82,C2412,M0450,D307
MAL91,SME84,RED79,C3860,M0447,D373
MAR91,MAW83,BAR82,C1228,M0981,D307
MEA91,BAR84,TYS83,C1957,M0142,D119
MLR91,JUG87,LENOT,C4173,M0230,D452
MOBYD,NA,BRNCH,C0084,NA,D059
MOO91,MOY82,RED77,C3639,M0155,D247
MUL91,LOG84,NA,C5128,M0047,NA
MUS91,RED74,NA,C0570,M0256,NA
NOT91,NOTCH,NA,C3154,M0743,NA
ORP91,CLA87,RED79,C2842,M1024,D373
OXL91,PRI79,NA,C1958,M0883,NA
PAP91,CAL82,TYS83,C0019,M0082,D119
PAR91,COW79,NA,C3364,M0398,NA
PEL91,MOS83,LENOT,C5006,M0805,D452
PEN91,BAR80,RED77,C4603,M0730,D247
PEP91,MUS81,FOL84,C0905,M1016,D314
PIC91,MUS85,SAF85,C4963,M1017,D214
PID91,LIM85,SCO81,C0856,M0932,D272
PRA91,TER84,RED77,C4086,M0727,D247
PRI91,PGB74,SAF85,C1333,M0412,D214
SAM91,CAL84,LEN83,C4474,M0587,D081
SCA91,LOB86,VER81,C3433,M0410,D213
SEM91,WHE84,BAR82,C1639,M0348,D307
SES91,HAR82,RED79,C6044,M0681,D373
SIL91,TOP86,NA,C1467,M0595,NA
SIS91,SIC78,LEN83,C4205,M0106,D081
SKU91,FUL86,SOR84,C1953,M0990,D013
SOL91,THO84,NA,C2041,M0113,NA
SRL91,OCH87,LENOT,C5378,M0364,D452
SUL91,TER80,KIW79,C2955,M0174,D329
SUN91,RHY86,LENOT,C3894,M0939,D452
SUR91,THO82,BON83,C1154,M0192,D208
SWI91,TER83,RHY82,C4670,M0249,D442
SYC91,PET87,VER84,C4426,M0365,D224
TEL91,PEC81,JUG84,C1943,M0928,D190
THO91,YTA74,INI85,C5215,M0842,D401
THR91,PGB76,NA,C4651,M0528,NA
THS91,PAP87,NA,C5025,M0216,NA
THU91,UMB84,BLC81,C0233,M0845,D128
TIG91,OTA80,NA,C2771,M1009,NA
TLW91,CAN87,BITES,C0823,M0723,D185
TNY91,TIT84,LEN83,C4021,M0214,D081
TOG91,BCL84,LEN83,C1554,M0813,D081
TOS91,OPE87,NA,C3367,M0406,NA
TOU91,CAN82,SAF85,C5635,M0992,D214
TWE91,SEP84,VIC80,C4425,M0529,D159
VIN91,MUS84,WAX85,C1680,M0808,D162
WAN91,WAX80,TOPIS,C0786,M0241,D473
WANDS,NA,NA,C5505,NA,NA
WAX91,WHI76,NA,C2539,M0119,NA
WHA91,CUR78,RHY82,C4738,M0564,D442
WHS91,BAR79,VER81,C5177,M0260,D213
WIL91,FUL85,BAR82,C5812,M0491,D307
WOD91,CAP84,CUR81,C2967,M0292,D449
ANK90,KIL82,VER81,C2631,M0079,D213
APH90,THO86,WAVYS,C3853,M0923,D239
AQU90,COB80,NA,C3881,M0176,NA
AST90,GAL85,VER81,C0580,M0974,D213
AVO90,UPT78,RED81,C2859,M0229,D383
BAN90,FRE83,NA,C5217,M0849,NA
BCL90,BUC81,RED79,C1971,M0682,D373
BEE90,PET85,NA,C4889,M0111,NA
BLAST,NA,NA,C0995,NA,NA
BRE90,BREND,NA,C0936,M0920,NA
BRG90,MUR85,CUR81,C0970,M0987,D449
BUS90,PEC86,NA,C5834,M0366,NA
CCO90,LAM83,WAVYS,C1444,M0239,D239
CHP90,BLC83,SEP83,C4737,M0161,D016
CLC90,COL72,NA,C4085,M0658,NA
COU90,CUC84,NA,C2238,M0416,NA
CRB90,MOC84,RED77,C0436,M1011,D247
CRO90,OCH85,RED79,C1251,M0053,D373
CRY90,CLC79,LUZ82,C2093,M0254,D108
CUC90,UMB80,RED79,C2309,M0535,D373
CWR90,LIM80,VER81,C2005,M0183,D213
DAN90,BUC82,VER81,C5986,M0537,D213
DIC90,HIC84,VER81,C5398,M1028,D213
DIT90,PIB83,NA,C2279,M0906,NA
DOO90,NON86,KIW79,C0328,M0485,D329
EBO90,PET83,RHY82,C0348,M0922,D442
EGR90,IBI84,VIC80,C0446,M0599,D159
FAN90,COL80,ROCKY,C1939,M0144,D379
FEA90,PLO82,RED77,C3956,M0690,D247
FEN90,RED82,LENOT,C0428,M0837,D452
FID90,VER78,RHY82,C0138,M0441,D442
FIE90,SIE82,SLITS,C4122,M0691,D308
FIL90,EIF81,FORTS,C0725,M0300,D406
FLA90,UPT79,ROCKY,C4340,M0423,D379
FLIGH,NA,NA,C4294,NA,NA
FRE90,THO78,D0563,C3919,M0926,D478
FRO90,BIL84,KIW79,C0518,M0702,D329
FUL90,MAW79,MEL79,C1653,M0795,D161
GAL90,POL77,CHE82,C1131,M0455,D082
GEM90,POL79,SCO81,C4632,M0977,D272
HAL90,TUR83,TOPIS,C4103,M0347,D473
HIC90,BLT75,VER81,C6013,M0173,D213
HOR90,WID84,NA,C4388,M0505,NA
HRM90,INI86,LIGHT,C3559,M0527,D223
ILE90,CHE80,RHY82,C4626,M0602,D442
INI90,VER79,TEA80,C1926,M0125,D136
JEM90,JAN80,NA,C4052,M0451,NA
JES90,JAN84,NA,C3527,M0824,NA
JOA90,JAN82,NA,C1127,M0043,NA
JSC90,JAN86,NA,C5114,M0558,NA
JUG90,BRF79,RED79,C1700,M0772,D373
KID90,ADZ84,NA,C5849,M0976,NA
KIT90,TER85,RED77,C4447,M0465,D247
KNO90,TRK87,LEN83,C1631,M0132,D081
LAM90,CMO78,RED81,C2126,M0324,D383
LIZ90,LTF77,SOR84,C0859,M1007,D013
LUZ90,DOR78,D0563,C5776,M0633,D478
MAL90,SME84,NA,C4653,M0447,NA
MAR90,MAW83,SKA85,C0173,M0981,D244
MAS90,TUR85,WAVYS,C4439,M0328,D239
MEA90,BAR84,TIT79,C2123,M0142,D218
MNX90,FUL83,MEL79,C1611,M0946,D161
MOO90,MOY82,NA,C3383,M0155,NA
MUL90,LOG84,NA,C5185,M0047,NA
NAK90,FLA85,NA,C4833,M0293,NA
OAT90,BAR83,RED77,C1709,M0826,D247
OCC90,CLC80,LUZ82,C3754,M0407,D108
OCH90,SAF80,FORTS,C5864,M0201,D406
OXL90,PRI79,NA,C2580,M0883,NA
PAP90,CAL82,NA,C3746,M0082,NA
PEC90,SCO76,BITES,C2531,M0759,D185
PEN90,BAR80,TIT79,C2297,M0730,D218
PEP90,MUS81,WAVYS,C5418,M1016,D239
PEREG,D0534,LIGHT,C2153,M0698,D223
PIC90,MUS85,RED79,C5612,M1017,D373
PRI90,PGB74,NA,C3287,M0412,NA
PTN90,LIM83,RHY82,C1048,M0286,D442
RHY90,MOS78,FORTS,C5771,M0760,D406
S1094,NA,NA,C5049,NA,NA
S2393,NA,NA,C4826,NA,NA
SAF90,CRT76,CUR81,C1734,M0503,D449
SAL90,SIE84,NA,C3695,M0253,NA
SAM90,CAL84,RED79,C5392,M0587,D373
SEM90,WHE84,NA,C0741,M0348,NA
SKA90,LIB78,NA,C3311,M0222,NA
SME90,TEA78,RED79,C2154,M0964,D373
SQUAS,NA,D0589,C3920,NA,D279
SUL90,TER80,RED77,C4037,M0174,D247
SUPPL,NA,NA,C4620,NA,NA
TEL90,PEC81,FOL81,C2924,M0928,D459
THR90,PGB76,NA,C2379,M0528,NA
TNY90,TIT84,TRA83,C1744,M0214,D165
TOG90,BCL84,RED81,C3906,M0813,D383
TOU90,CAN82,NA,C2658,M0992,NA
TWE90,SEP84,NA,C3885,M0529,NA
